AVzAZOUlmhia5XS5OxXx	I ' m at Yuri Restaurante in Sao Paulo , São Paulo https://t.co/4SegFrx4IU 	 Nao
AVzAaMGdmhia5XS5P3dy	I ' m at Liberdade in São Paulo , SP https://t.co/jb6orC5znI 	 Nao
AVzAYV8Nmhia5XS5Nxt7	I ' m at @OMalleysBar in São Paulo , SP https://t.co/Hl6LL0MGfZ 	 Nao
AVzAZm3jmhia5XS5PMfR	ᗩᒪᗰOÇO ᗪE ᗪOᗰIᑎGO ᑎᗩ TᗩᖇTᑌᖴEᖇIᗩ 😎 🍹 🍺 🔝 🐙 🍝 🍷 🍽 👏 🏻 ✌ 🏻 🔝 🎉 @ Jardins - São Paulo / SP https://t.co/3h5zOxGc4l 	 Nao
AVzAZvXwmhia5XS5PWDM	Porto Seguro ⚓ ️ #churrasco #familia #aniversario #carnaval2017 @ Santos , Sao Paulo , Brazil https://t.co/u7iffyP53t 	 Nao
AVzAYmF4mhia5XS5OEV2	Pratto é operado , tem alta , mas é dúvida para jogo do São Paulo ⠀ A cirurgia foi para corrigir uma fratura no ... https://t.co/3IimNNWvof 	 Sim
AVzAZiO8mhia5XS5PIK4	Daniela Mercury comemora sucesso de bloco paulistano : " Não largo mais o carnaval de São Paulo … https://t.co/zqV4QHaBRD 	 Nao
AVzAabqOmhia5XS5QJlO	I ' m at Tordilho Churrascaria in São Paulo https://t.co/RgTK8xSgPH 	 Nao
AVzAZiDLmhia5XS5PH3p	I ' m at Edifício Lohengrin in São Paulo , Sao Paulo https://t.co/LEp8H99mcr 	 Nao
AVzAaQrGmhia5XS5P8-P	I ' m at Grupo Sinal in São Paulo , SP https://t.co/RiDuC6KR0w 	 Nao
AVzAZW8amhia5XS5O6yx	#BoaTardeFOX Quando meu São Paulo acertar a Defesa não vai dar pra ninguém 	 Sim
AVzAZUZlmhia5XS5O3h1	Palmeiras programa treino fechado para enfrentar o São Paulo https://t.co/eSJGGFZ0gR 	 Sim
AVzAYs2Smhia5XS5OMln	Gostei de um vídeo @YouTube de @desimpedidos https://t.co/DTVsshIS5z NEILTON - BOLÍVIA TALK SHOW #43 - SÃO PAULO 	 Nao
AVzAZASBmhia5XS5OiM3	I ' m at La ' Gulla Pizzaria in São Paulo , SP https://t.co/s6NOyekspP 	 Nao
AVzAZm9kmhia5XS5PMqo	Santos , São paulo.Greve dos servidores.Fora Temer 10.03.17 https://t.co/BnBeS86UJt via @YouTube 	 Nao
AVzAaCRnmhia5XS5PsS-	Após morte de fundador , torcida Mancha Verde encerra atividades | Redação VEJA São Paulo | VEJA SÃO PAULO https://t.co/ZzoB6UwG3M 	 Nao
AVzAYfEimhia5XS5N8hi	São Paulo registra 8ª morte por febre amarela no estado https://t.co/gRv2Io4Yol 	 Nao
AVzAYSlemhia5XS5Nusz	Gostei de um vídeo @YouTube de @comeonkpop https://t.co/pF98JVoWCS BTS THE WINGS TOUR IN SÃO PAULO LIVE STREAM 19 / 03 	 Nao
AVzAYHAAmhia5XS5Ng9z	@DanaaVlogs parece até picolé em são Paulo 	 Nao
AVzAZft4mhia5XS5PE0m	I ' m at Sede PORCOS De PORÃO in São Paulo https://t.co/GufPmR3VU0 	 Nao
AVzAYSI9mhia5XS5NuFW	" Somos uma familia Não sei sou o ponto de equilíbrio do São Paulo , porque o individual sobressai quando a equipe é … https://t.co/gMBU8xo8ew 	 Sim
AVzAYfJGmhia5XS5N8tb	🌸 impressões que tive ao ver bangtan sonyeondan ao vivo e a cores na the wings tour in são paulo , a thread 🌸 	 Nao
AVzAaPlEmhia5XS5P7q0	Estudo da Endeavor mostra que São Paulo sofre com burocracia e peso dos impostos https://t.co/rqeBpXjPK3 @DComercio1 	 Nao
AVzAYFVfmhia5XS5Ne6n	" João Doria fala : São Paulo está em ordem de urgência , as repostas para os problemas devem ser dadas para ontem " diz Paulo Mathias . 	 Nao
AVzAaIHNmhia5XS5PzgF	GOOOOOOL ! ⚽ ️ Cícero ⌚ 26 min | 2º tempo 🔰 PSTC 2 x 4 São Paulo https://t.co/KTuhglimXU 	 Sim
AVzAZs4Lmhia5XS5PUL_	I ' m at Pérolas do Vale in Assis , São Paulo https://t.co/M5HKYZQ6Lp 	 Nao
AVzAZ4Onmhia5XS5Pgir	@thecanterbury desculpa enzo mas são paulo tem a liberdade e o rio tem o q ? 	 Nao
AVzAYboemhia5XS5N5FB	22 vagas no interior de São Paulo para auxiliar de serviços gerais , motorista e operador de máquina motoniveladora : … https://t.co/4RxI1kNopr 	 Nao
AVzAaQv9mhia5XS5P9KS	Vem edital por aí ! O Tribunal de Justiça de São Paulo já está se preparando ... https://t.co/K9fFY3bj54 https://t.co/JxW2UrbrIf 	 Nao
AVzAY27Fmhia5XS5OYMJ	? Drinks considerados cafonas voltam a fazer sucesso nos bares de São Paulo https://t.co/oMJAaen7zo 	 Nao
AVzAYhqjmhia5XS5N_1Z	São Paulo , como sempre , apontando pro futuro do Brasil https://t.co/eah6yk5fdx 	 Nao
AVzAY6TFmhia5XS5OcZF	@ecoflute que inveja aaaa voces de sao paulo tem a liberdade nem vale 	 Nao
AVzAY6eKmhia5XS5Oco9	Em São Paulo ainda tá rolando alguns bloquinhos de carnaval 🎊 Mas e você , ainda tá no clima da folia ? 	 Nao
AVzAZqYcmhia5XS5PRDu	I ' m at Vila Missionária - Zona Sul - Oficial - @aordemdocaos in São Paulo https://t.co/qdowzc3KV2 	 Nao
AVzAYgXjmhia5XS5N-Rh	me ajudem padezeras de sao paulo 	 Nao
AVzAYuJ1mhia5XS5ONvw	FEIRA DO CONHECIMENTO - De 21 a 23 de Março - SÃO PAULO #eventplanning #eventplan #eventmarketing … https://t.co/cdlr79djsP 	 Nao
AVzAZTpimhia5XS5O28h	Vagas p / Vendedor Key Account - Food Service - La Violetera - São Paulo / SP - https://t.co/2PpiR5dvF6 	 Nao
AVzAZliRmhia5XS5PLFh	" Agora as novidades do São Paulo com Gustavo Mello diretamente de Cotia " AFFFF 	 Sim
AVzAY7iEmhia5XS5OeCN	Minha bebé .. nunca cresce para o papai . Né mamãe nilzampfornazier @ APAE DE SÃO PAULO https://t.co/WNYKg9k6GW 	 Nao
AVzAYYmXmhia5XS5N1NI	Sidão , Denis , Renan , não importa , o importante é o São Paulo jogar bem e não tomar gol em casa . 	 Sim
AVzAZ2yCmhia5XS5Pfeq	🌸 @ Barretos , Sao Paulo https://t.co/EwIZJa1NIX 	 Nao
AVzAYHRWmhia5XS5NhXT	Acho que vou pra São Paulo com os meninos 	 Nao
AVzAZo7kmhia5XS5PPQ6	I ' m at Sorveteria & amp ; Café Shok Térmico in São Paulo https://t.co/COFgL6tmJ9 	 Nao
AVzAYmF4mhia5XS5OEV_	@giuliafurtaado Santos e São Paulo riram com isso 	 Sim
AVzAYaiKmhia5XS5N3xQ	HOJE TEM SÃO PAULO 	 Sim
AVzAYzc8mhia5XS5OUmO	I ' m at Sweet Mel Confeitaria in Sao Jose dos Campos , SP , São Paulo w / @cesarbetade https://t.co/vWwNgH5KlD https://t.co/cFEwvtnm7d 	 Nao
AVzAYck5mhia5XS5N5YM	Meu pai corintiano , foi no jogo do São Paulo torcer pro PSTC akkakakakak 	 Sim
AVzAYpq-mhia5XS5OJEi	Novo artigo - acesse Mortes : Construiu importantes estradas em São Paulo https://t.co/frms5UBrtp https://t.co/8aoUXT9fH6 	 Nao
AVzAYdogmhia5XS5N6wV	São Paulo : bom ataque . Corinthians : boa defesa . Palmeiras : boa tarde . 	 Sim
AVzAaV8umhia5XS5QCup	É O VERMELHO , BRANCO E PRETO QUE GUIA MINHA VIDA ! VAI SÃO PAULO !!!!! VAMOS DRAGÕES 🇾 🇪 	 Sim
AVzAZwfCmhia5XS5PXjb	@derikypereira São Paulo , Rio , BH , Recife e Fortaleza 	 Nao
AVzAaWBXmhia5XS5QC40	#empregos #vagas Assistente Social - São Paulo ( SP ) : Região / Bairro : Ipiranga . Atividades … https://t.co/WJmEJllOA8 	 Nao
AVzAYzGwmhia5XS5OUIl	Amanhã tem São Paulo ! 🔴 ⚪ ️ ⚫ ️ 	 Sim
AVzAYYyvmhia5XS5N1iQ	I ' m at Smart Fit in São Paulo , Sp https://t.co/p0mwSYMYgL 	 Nao
AVzAZLsfmhia5XS5Ou5J	vergonha , jeito PSDB de governar , cambada de hipócritas que os coxinhas de São Paulo adoram https://t.co/Zzdtfo9Nos 	 Nao
AVzAY0Romhia5XS5OVvz	Luis Fabiano saiu do São Paulo , mas o São Paulo não saiu do Luis Fabiano https://t.co/lOK2EOyfYo 	 Sim
AVzAaYdHmhia5XS5QFff	Minha vó quer ir pra são Paulo em março quer que eu vá junto , se aparecer que alguém morreu de taquicardia no avião fui eu KKKKKKKKKKKKK 	 Nao
AVzAYGqCmhia5XS5NgiD	I ' m at Hamburgueria São Paulo in São José , SC w / @anpaulaa https://t.co/LfE4ICD9qy 	 Nao
AVzAYMrDmhia5XS5NmzR	Vocês já garantiram os ingressos pra peça da Isabela Freitas em São Paulo ? Faltam 17 dias !!! https://t.co/uqnIW78tT4 	 Nao
AVzAZ-Yfmhia5XS5Poas	VAMO SÃO PAULO 	 Sim
AVzAYlP5mhia5XS5ODR7	home sweet cerveja 🍻 ( @ Castle Grayskull in Santa Bárbara d ' Oeste , São Paulo ) https://t.co/Whabh3M9GI 	 Nao
AVzAZSrYmhia5XS5O1iU	Doria remaneja R $ 30 milhões de verba de enchente e terminais de ônibus para usar em consultoria em São Paulo 	 Nao
AVzAZSwRmhia5XS5O1sV	Resolução estabelece parâmetros para a restauração florestal no Estado de São Paulo https://t.co/otFSgEBl0x 	 Nao
AVzAZrOAmhia5XS5PSL2	@tminseok Mas eu moro na cidade de são paulo msm , não em poá 	 Nao
AVzAY0Eumhia5XS5OVh5	Gotas de Flor com Amor recruta Educador Social em São Paulo . https://t.co/TdiYEZ0cp0 https://t.co/am8mOldJny 	 Nao
AVzAZFTOmhia5XS5OoaI	" Bora " almoçar antes da chuva ... ☔ ️ ( @ Esporte @ClubePinheiros in São Paulo , SP ) https://t.co/ULfP3hjKas https://t.co/K5GhT1hSea 	 Nao
AVzAYMfbmhia5XS5NmlP	Hora de aproveitar . .. o que é bom ... @ Wicked - Teatro Renault , São Paulo https://t.co/36Uhu43K9p 	 Nao
AVzAaIY4mhia5XS5Pzxr	I ' m at Baby Fruta in São Paulo , SP w / @klenilson_silva https://t.co/AuRktpKRQ0 	 Nao
AVzAaZF6mhia5XS5QGbc	♥ Baile da Vogue ♥ Soirée Glamour à São Paulo ♥ https://t.co/kAXT8B8frY 	 Nao
AVzAYelomhia5XS5N7_W	@ESPNagora Ele deve torcer ou pro cruzeiro ou pro são Paulo ou Corinthians pra ou é burro msm 	 Sim
AVzAaJnLmhia5XS5P1XM	@globeleza carnaval de são Paulo sempre dando espetáculo . 	 Nao
AVzAYokRmhia5XS5OHti	QUE PERIIIIGO ! Simião arrisca de longe e a bola passa com muito perigo , quase empatando a partida . Segue 1 a 0 para o São Paulo . #SAOxITU 	 Sim
AVzAYT8Dmhia5XS5NvL-	OPUS RH https://t.co/L7AYQj0zYf oferece vaga para São Paulo - SP : Empregada Doméstica Mensalista Parque São Domingos https://t.co/ji5myDHOBF 	 Nao
AVzAZ0Z1mhia5XS5PcmL	Vagas p / Analista de Control Desk Sr. - IntelServ - São Paulo / SP - https://t.co/FIXLwM9CB4 	 Nao
AVzAZsL9mhia5XS5PTUS	I ' m at Bloco Vou De Táxi in São Paulo https://t.co/zUSfuA9sX6 	 Nao
AVzAYg7omhia5XS5N_BI	Árboles caídos en São Paulo son transformados en bancos públicos - https://t.co/vw01gTpUrX https://t.co/FLxofIXwXX 	 Nao
AVzAaDx_mhia5XS5Ptu5	Meeeeu aqui em São Paulo tem uma rádio que só toca funk 	 Nao
AVzAYMljmhia5XS5Nmve	Exposição em São Paulo celebra união entre cinema e fotojornalismo https://t.co/QkLrlHBSL5 	 Nao
AVzAY5lfmhia5XS5Obbv	São Paulo incomoda demais slc , até quando não tem nada a ver os caras não tiram o São Paulo da boca https://t.co/rCPFGR6gge 	 Sim
AVzAZgMImhia5XS5PFZj	Saiu o Diário do São Paulo F.C . https://t.co/p4F8dCKVb9 #SPFC #spfc #cuevador 	 Sim
AVzAYed4mhia5XS5N73i	Pro São Paulo ficar 10 / 10 Só ten que melhorar a defesa 	 Sim
AVzAYVQEmhia5XS5Nwz9	I ' m at Academia Visão Fitness in São Paulo w / @camifsousa @brbarakelly9 @gianrvigo @c4a76ce829914bc @anapnazareth https://t.co/XnrF2KH6RU 	 Nao
AVzAYMX5mhia5XS5NmbP	#copadobrasilfoxsports O narador é puxa saco do sao paulo #ABCFC 	 Sim
AVzAaQ7xmhia5XS5P9XE	Torino entra na disputa com Juventus para comprar Lyanco , do São Paulo https://t.co/SwF7zXpGtv https://t.co/EkHEzYHf8d #foto 	 Sim
AVzAYymtmhia5XS5OThn	Gostei de um vídeo @YouTube de @desimpedidos https://t.co/AZxaBFvjiN NEILTON - BOLÍVIA TALK SHOW #43 - SÃO PAULO 	 Nao
AVzAaOXbmhia5XS5P6Bo	Vagas p / Promotor de Vendas - Beauty Color - São Paulo / SP - https://t.co/b0qvqdJz2h 	 Nao
AVzAaUMRmhia5XS5QBjc	Gol do São Bento ! Agora : São Paulo 2 X 2 São Bento 	 Sim
AVzAYwcPmhia5XS5OQqS	I ' m at Parque Ibirapuera in São Paulo , SP https://t.co/dc9kx1mvxH 	 Nao
AVzAYYrFmhia5XS5N1XJ	@LollapaloozaBr Moro em ribeirão preto interior de São Paulo , vou poder trocar o meu voucher pela pulseira no dia do evento ? 	 Nao
AVzAYbKwmhia5XS5N4sL	O desfile das escolas de samba Rio pode ser o melhor , mas tem que aprender com São Paulo no quesito organização . Gente demais na passarela . 	 Nao
AVzAYeHdmhia5XS5N7Ud	Vagas p / Consultor Técnico ETL Sênior - Quality S.A . - São Paulo / SP - https://t.co/VBAiF6rx18 	 Nao
AVzAZ-83mhia5XS5PpDd	I ' m at Fórmula Academia in São Paulo , SP https://t.co/coSFTwaD6O 	 Nao
AVzAZeDlmhia5XS5PCrX	#boatarde #vermelho @ São Paulo , Brazil https://t.co/CMRCHQZ79w 	 Nao
AVzAZptDmhia5XS5PQIb	FPF não leva adiante proposta do São Paulo de mudar data do Majestoso : O presidente Leco não teve o pedido de … https://t.co/Hq18zbfFN7 	 Sim
AVzAY3skmhia5XS5OZLF	Eae @adidasoriginals vamos mandam mais bonés desses pros shoppings de São Paulo , tem muita gente querendo !! https://t.co/nvFgteqKUe 	 Nao
AVzAZa-Hmhia5XS5O-1x	Acho mó brisa o centro de são paulo 	 Nao
AVzAZ-rDmhia5XS5Pote	Acompanhante Nathalie Modelo Plus Size , São Paulo , Formação Acadêmica , Ótima .. https://t.co/7uRIP8zyy4 https://t.co/k9JM4xYoJj 	 Nao
AVzAaNtamhia5XS5P5Op	Carnaval ... Desfile do Grupo Especial de São Paulo . #carnaval #carnavalanhembi #anhembi #camarote #carnaval2017 🎉 	 Nao
AVzAZFuJmhia5XS5Oo_y	I ' m at Campus São Paulo - @campussaopaulo in São Paulo https://t.co/mgy9hU8Yq5 	 Nao
AVzAaN5dmhia5XS5P5bv	o pessoal ja ta gritando é campeão , com certeza nao viram a apuração de sao paulo 	 Nao
AVzAZrn8mhia5XS5PSqY	PRECONCEITO E INTOLERÂNCIA - Um morador de rua foi espancado por três homens em Guarulhos , na grande São Paulo .... https://t.co/VQe0vG5UZi 	 Nao
AVzAZlXJmhia5XS5PK3o	FODA SE o são paulo 	 Sim
AVzAZ9Rymhia5XS5Pm8_	@gt_salles @YouTube Rapaz , ano passado o são paulo teve uma das melhores zagas do campeonato . 	 Sim
AVzAZEsbmhia5XS5Onl3	@PHMarum Vi 4 jogos dele no São Paulo e só me agradou ( pouco ) contra Ponte . Acho fraco . 	 Sim
AVzAZvS7mhia5XS5PV6i	Agora na 87 FM AGUDOS PSTC x São Paulo @ 87 Fm Agudos https://t.co/NQjIyAA1L3 	 Sim
AVzAZycbmhia5XS5PaH2	Evanescence se apresenta em São Paulo , clique nesse link e veja : https://t.co/gi12X1d4k8 	 Nao
AVzAZxbumhia5XS5PYvf	Tô ligado @ São Paulo , Brazil https://t.co/dltyZOCLkx 	 Nao
AVzAaaxUmhia5XS5QIcN	Seprosp propõe reajuste salarial de 6,29% aos trabalhadores de TI de São Paulo https://t.co/VP3JQiyXO5 https://t.co/c4grEAIMhu 	 Nao
AVzAZuL1mhia5XS5PVM9	Brasil botons boton pins crachas ( 31 ) 3032-8355 #Botons # BH Sao Paulo https://t.co/uw9TCTmE0b ( 11 ) 2877-8408 Bot … https://t.co/ZdBdgBHqhz 	 Nao
AVzAZDw1mhia5XS5OmVm	Vendedor Projetista – São Paulo – SP https://t.co/8Ia8cFqZZ9 	 Nao
AVzAYYH4mhia5XS5N0qn	Maior atraso de vida que existe : a cidade de São Paulo . 	 Nao
AVzAaNhMmhia5XS5P4-d	I ' m at @Walmart_br in São Paulo , SP https://t.co/LY0oQy3FjU 	 Nao
AVzAYFPEmhia5XS5Neyt	MUDA O GOLEIRO SÃO PAULO SEGUE TOMANDO GOL DE COBERTURA E O PALMEIRAS SEGUE SEM MUNDIAL 	 Sim
AVzAZLsfmhia5XS5Ou33	FIM DE JOGO EM LONDRINA ! PSTC Procopense 2x4 São Paulo 	 Sim
AVzAZhetmhia5XS5PHMF	já pensou se eu vou parar numa faculdade muito longe daqui ou longe de São Paulo 	 Nao
AVzAZKeWmhia5XS5OtVp	I ' m at Estação Consolação ( Metrô ) in São Paulo , SP https://t.co/qoaJqFbVhH 	 Nao
AVzAZO6Pmhia5XS5OyJv	I ' m at Karlão Conveniência in Garça , São Paulo w / @adeniasdias @aimoremacedo @adrianopaixaoo @ajpozzab @leozaaaooo https://t.co/TtF2y0sDDy 	 Nao
AVzAYzAnmhia5XS5OT80	@thalitameneghim São Paulo já né ??? 😞 😞 😞 	 Nao
AVzAaB5ymhia5XS5PrxG	#Logan ( @ PlayArte Cinemas - @grupoplayarte for Logan in São Paulo , SP ) https://t.co/OkdPmA9VtE https://t.co/FwdY0z5CU1 	 Nao
AVzAYf3hmhia5XS5N9qo	I ' m at Espaço Zen Religare in Sorocaba , São Paulo https://t.co/w4oscyqFK9 	 Nao
AVzAYautmhia5XS5N3_8	O primeiro Giro em 2017 aconteceu na Galeteria Moema , em São Paulo . O lugar que existe no circuito gastronômico ... https://t.co/mvdSIkkhey 	 Nao
AVzAZE7Tmhia5XS5On55	#bateboladebate Ehh São Paulo está apresentando grandes jogos , se a defesa tomar 10 gols mas fizer 11 está tudo certo . 	 Sim
AVzAZ6VDmhia5XS5Pi00	@ até o Borges , famoso no são paulo , santos , e agora no américa mineiro , jogou no União são joão de Araras 	 Sim
AVzAYcffmhia5XS5N5VW	@flaviopradojpgz esse muller só critica o sao Paulo parece q nunca jogou no tricolor pra mim Aluísio Chulapa e mais ídolo q esse cara 	 Sim
AVzAZJeUmhia5XS5OseC	I ' m at Espaço Itaú de Cinema in São Paulo , SP https://t.co/p4av7cF4CU 	 Nao
AVzAaFvHmhia5XS5Pwch	Hoje que é quarta , achei que já fosse quinta , só pq teve jogo do São Paulo . Vc dica de férias e até se perde nos dias da semana 	 Sim
AVzAYaQdmhia5XS5N3d7	Prefeitura de São Paulo , Dória faz a poda das arvores e transforma os galhos em pó imediatamente ! Coisa de ... https://t.co/KSCsa7W3zT 	 Nao
AVzAZM2Vmhia5XS5OwHT	Ciro Gomes detona João Doria : Para Ciro Gomes , São Paulo tem vivido de factoides e papo … https://t.co/S7i2wrW5ss 	 Nao
AVzAYHABmhia5XS5NhCG	Just posted a photo @ São Paulo , Brazil https://t.co/hve1murCDL 	 Nao
AVzAZ0T0mhia5XS5Pcer	#bbsaopaulo a torcida do São Paulo vai crescer muito mais vamos passar 	 Sim
AVzAZjq7mhia5XS5PJ-d	Daniela Mercury arrasta milhares de foliões pelas ruas de São Paulo https://t.co/4DVgrr15hH https://t.co/BNEcsyfblQ 	 Nao
AVzAYM37mhia5XS5NnJM	I ' m at Centro Tecnológico Itaú Unibanco - @itau in São Paulo , SP https://t.co/owteNhKwAt 	 Nao
AVzAYlFMmhia5XS5ODGa	São Paulo recebe duas propostas para concessão de rodovias do lote Centro - Nesta manhã , as licitantes Ecorodov ... https://t.co/aXaahcAQlZ 	 Nao
AVzAZptEmhia5XS5PQKr	@Miltonneves HÁ 16 ANOS O SÃO PAULO FOI CAMPEÃO DO TORNEIO RIO - SP , VENCENDO O BOTAFOGO POR 2x1 NO MORUMBI 	 Sim
AVzAaUcNmhia5XS5QBzo	Projeto de formação de atletas de beisebol será inaugurado em São Paulo via @espnagora - https://t.co/XaH4lw9usG 	 Nao
AVzAaDe1mhia5XS5PtWL	❤ @ São Paulo , Brazil https://t.co/c4JoPfPYCt 	 Nao
AVzAZ6nTmhia5XS5PjRa	Arena Pantanal é vetada pela CBF para receber PSTC e São Paulo . Estádio de Copa do Mundo sem laudo pra um jogo de Copa do Brasil . VÁRZEA . 	 Sim
AVzAZ5bLmhia5XS5PhsY	Quais as coisas que mais fazem você feliz ? — FC Barcelona e São Paulo FC https://t.co/Ww3JfcxijO 	 Sim
AVzAZsYFmhia5XS5PToO	2017 e São Paulo ainda continua fazendo duas estações no dia . VERÃO E MAÇARICO . 	 Nao
AVzAYh2Umhia5XS5OADc	São Paulo perdeu hoje , to puta ... mutio puta 	 Sim
AVzAaUSxmhia5XS5QBmM	Em São Paulo , 3,7 milhões de veículos devem trafegar pelas estradas no feriado - Diário de … https://t.co/CxpLkE2PhD 	 Nao
AVzAY2DAmhia5XS5OXAN	Custou R $ 900 : Kombi com Atari vende cerveja e fatura R $ 40 mil em São Paulo https://t.co/M3SQ1NSIN1 #notícias … https://t.co/YaecYT9xet 	 Nao
AVzAaLf9mhia5XS5P2td	Meia Souza , ex - Cruzeiro e São Paulo , é preso pela Polícia Federal em Brasília : Jogador está … https://t.co/NXyFsMnLlZ 	 Sim
AVzAYiy9mhia5XS5OBUT	tem um menino na minha sala q era de São Paulo , daí ele fica tentando falar meu nome é tão fofinho sz 	 Nao
AVzAY-gjmhia5XS5OgSI	Adicionei um vídeo a uma playlist @YouTube https://t.co/WK50mc3374 - Seja Para Mim ( Ao Vivo Em São Paulo ) 	 Nao
AVzAYpQDmhia5XS5OIic	Slogan de Leco na eleição do São Paulo esconde legado de Aidar #SPFC - https://t.co/CodnesTH6Q 	 Sim
AVzAYRR2mhia5XS5Ns6D	I ' m at Rainha Delicatessem in São João da Boa Vista , São Paulo https://t.co/wh9o71DXo1 	 Nao
AVzAZU1Amhia5XS5O4C8	Vagas p / PROGRAMA TRAINEE 2017 THELOS Consultoria Tributária e E - Talento RH - São Paulo / SP - https://t.co/yGRyIRuHjH 	 Nao
AVzAYql9mhia5XS5OKOh	Gatinho abandonado e doente anseia por ajuda em São Paulo ( SP ) - https://t.co/BjINKAptwK https://t.co/vsNVGFEbUa 	 Nao
AVzAYsQEmhia5XS5OMTy	Cruzeiro x São Paulo pela Copa do Brasil , 4 títulos em campo , 4 do Cruzeiro #pás 	 Sim
AVzAYZhymhia5XS5N2et	Programador Php em São Paulo - SP https://t.co/Sbw2M33XYu #vagas 	 Nao
AVzAYxLmmhia5XS5ORqi	To vendo Rio São Paulo vs Imperial Petrópolis #Fut7 	 Nao
AVzAZxQwmhia5XS5PYh2	@AerOznayA A LATAM Brazil Airbus A320 - 200 right engine has exploded at Congonhas Airport in São Paulo . The terminal had to be closed . 	 Nao
AVzAYrjFmhia5XS5OLcZ	Saiu a parcial do desimpedidos com mais de 50 MIL participações : 1 - Flamengo 15.3 % 2 - Corinthians 15% 3 - São Paulo FC 13.1 % RT PRA SUBIRMOS 	 Sim
AVzAY0jSmhia5XS5OWCD	@BibiLegauuu .... Vou voltar pra São Paulo 	 Nao
AVzAZ7MJmhia5XS5PkCk	I ' m at Coco e Açaí Sabará in São Paulo https://t.co/DBKmG8aKhC 	 Nao
AVzAaVj2mhia5XS5QCQG	😭 😭 😭 ( @ São Paulo / Guarulhos International Airport - @gruairportsp in Guarulhos , São Paulo ) https://t.co/GxFxhFUzjX 	 Nao
AVzAY_cFmhia5XS5OhdF	I ' m at Alpes da Cantareira in Estado de São Paulo https://t.co/6a937tIFRm 	 Nao
AVzAaQkdmhia5XS5P84F	Agilidade de alta voltagem , nós pegamos dois banco em são Paulo , no pescoço agora é só quilo e no bolso tem aquele placo 🎧 💰 💲 	 Nao
AVzAYn-ymhia5XS5OG-2	@theeduardopaiva so pq tá em São Paulo 	 Nao
AVzAYFDMmhia5XS5Nejs	@RogerioCeni01 Se o São Paulo continuar com o Dênis não ganhará títulos . Abre os olhos . 	 Sim
AVzAZzkMmhia5XS5Pbh0	Queria outro jogo do São Paulo hoje já quando a fase é boa nóis quer jogo todo dia 	 Sim
AVzAYhdemhia5XS5N_nw	Após anos fora das passarelas , a über model Michelle Alves fez seu catwalker no São Paulo Fashio … https://t.co/TeU7pL3D1l 	 Nao
AVzAaGKdmhia5XS5PxFC	Novo cartão postal para São Paulo na Paulista #CidadeMatarazzo https://t.co/XMvgsJMhEw 	 Nao
AVzAYV8Nmhia5XS5NxuP	Jogadores do São Paulo elogiam Pratto por movimentação fora da área https://t.co/IigDzrpl3V 	 Sim
AVzAZbc8mhia5XS5O_hF	#emprego GERENTE DE OPERAÇÕES DE CALL CENTER - https://t.co/GvwGUiIJwb - #São Paulo 	 Nao
AVzAZExamhia5XS5OnqC	ATENÇÃO ! Ele lesionou e está fora até do clássico contra o São Paulo ; saiba mais & gt ; https://t.co/UuInaH0RM5 https://t.co/HFzQiScKD3 	 Sim
AVzAYyzqmhia5XS5OTu4	I ' m at Miro Arte Comunicação Visual - @miroartecomvisu in São Paulo https://t.co/c2uRYgoFnN 	 Nao
AVzAYo9xmhia5XS5OIH-	@aglaecassia @Hoffmann_RS Aqui em Sao Paulo o Binter ta na serie B e nao tem taça 	 Nao
AVzAYrPamhia5XS5OLFJ	Explico . Se eu estudasse na USP de São Paulo eu demoraria uma hora e meia pra ir pra lá . Aqui em São Carlos eu demoro 15 minutos andando 	 Nao
AVzAYzLjmhia5XS5OUS6	@CanalFox_br #BOMDIAFOXQUARTA O que vocês acham , o Rogério ainda não viu o problema defensivo do são Paulo ? Já levou 23 gols 	 Sim
AVzAaOkMmhia5XS5P6Qu	g1 : Fantasias de plantas e ' grávida de Taubaté ' são hits em bloco que homenageia Caetano em São Paulo … https://t.co/E3J5FqMW69 	 Nao
AVzAaE37mhia5XS5PvQE	Penalti amador e infantil . São Paulo quer se complicar num jogo fácil . 	 Sim
AVzAYX2nmhia5XS5N0VD	Vivian Mota é uma designer gráfica de São Paulo , que em 2012 , inspirada pelo blog / livro Paris Vs Nova York de ... https://t.co/PMKxSvUznN 	 Nao
AVzAZiDNmhia5XS5PH8P	#choquelinha O São Paulo poderia contratar o Fábio , pois o Rafael não sai mais do gol do Cruzeiro . 	 Sim
AVzAZiDLmhia5XS5PH39	RT VEJA " Polícia prende suspeitos de falsificar cheques em São Paulo https://t.co/6zHlKKfySG " 	 Nao
AVzAYVcMmhia5XS5NxDy	costuma vir pra cidade de são paulo ? — eu vou toda semana quase pra cidade de são paulo ma ... https://t.co/uIFgMv1TUY 	 Nao
AVzAYzR5mhia5XS5OUXY	#redeluciomatias ( @ LS Studio in São Paulo , SP ) https://t.co/83t89k4flb 	 Nao
AVzAZU0-mhia5XS5O39b	I ' m at @Nespresso in São Paulo , SP https://t.co/TC0DcLQD2j 	 Nao
AVzAZLQ3mhia5XS5OuWF	I ' m at Jardim Ângela in São Paulo , SP https://t.co/TWhlqQluLx 	 Nao
AVzAaEIMmhia5XS5PuQT	@rennansep Santos palmeiras Cruzeiro galo Flamengo São Paulo Grêmio pra 4 vagas vai ser foda 	 Sim
